name,company,image,for_gender,rating,number_votes,main accords ,sillage,top notes,middle notes,base notes,longevity,,gender_vote,price value,,,,,,,,seasons,main accords old
The One for Men Eau de Parfum,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.31909.jpg,for men,4.52,4669,"warm spicy , amber , tobacco , citrus , aromatic , sweet , woody , fresh spicy , white floral , animalic ",moderate,"['Grapefruit', 'Coriander', 'Basil']","['Ginger', 'Cardamom', 'Orange Blossom']","['Amber', 'Tobacco', 'Cedar']","{'very weak': 161, 'weak': 293, 'moderate': 1490, 'long lasting': 585, 'eternal': 140}",,"{'female': 4, 'more female': 3, 'unisex': 26, 'more male': 132, 'male': 328}","{'way overpriced': 17, 'overpriced': 66, 'ok': 256, 'good value': 104, 'great value': 22}",,,,,,,,winter,"{'warm spicy': 100.0, 'amber': 99.0929, 'tobacco': 95.1163, 'citrus': 78.2656, 'aromatic': 76.6315, 'sweet': 68.6162, 'woody': 54.2322, 'fresh spicy': 51.517, 'white floral': 47.7703, 'animalic': 47.3726}"
La Nuit Tresor,Lancome,https://fimgs.net/mdimg/perfume/375x500.29157.jpg,for women,4.05,7171,"sweet , fruity , warm spicy , caramel , balsamic , vanilla , woody , tropical , patchouli , amber ",strong,"['Pear', 'Tangerine', 'Bergamot']","['Strawberry', 'Vanilla orchid', 'Black Rose', 'Passionfruit']","['Praline', 'Caramel', 'Litchi', 'Patchouli', 'Vanilla', 'Incense', 'Coffee', 'Licorice', 'Coumarin', 'Papyrus']","{'very weak': 119, 'weak': 133, 'moderate': 402, 'long lasting': 1064, 'eternal': 796}",,"{'female': 280, 'more female': 29, 'unisex': 8, 'more male': 1, 'male': 2}","{'way overpriced': 14, 'overpriced': 52, 'ok': 169, 'good value': 40, 'great value': 17}",,,,,,,,winter,"{'sweet': 100.0, 'fruity': 70.7589, 'warm spicy': 51.3901, 'caramel': 50.9647, 'balsamic': 50.2373, 'vanilla': 50.0601, 'woody': 47.3732, 'tropical': 46.7338, 'patchouli': 46.1727, 'amber': 44.4124}"
Ultra Male,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.30947.jpg,for men,4.27,4248,"vanilla , fruity , sweet , cinnamon , warm spicy , aromatic , aquatic , powdery , amber , fresh spicy ",strong,"['Pear', 'Lavender', 'Mint', 'Bergamot', 'Lemon']","['Cinnamon', 'Caraway', 'Clary Sage']","['Black Vanilla Husk', 'Amber', 'Patchouli', 'Cedar']","{'very weak': 88, 'weak': 103, 'moderate': 340, 'long lasting': 1241, 'eternal': 584}",,"{'female': 14, 'more female': 5, 'unisex': 115, 'more male': 188, 'male': 107}","{'way overpriced': 10, 'overpriced': 45, 'ok': 207, 'good value': 110, 'great value': 26}",,,,,,,,winter,"{'vanilla': 100.0, 'fruity': 82.571, 'sweet': 80.3024, 'cinnamon': 71.6306, 'warm spicy': 70.1008, 'aromatic': 67.7375, 'aquatic': 58.0379, 'powdery': 57.4293, 'amber': 56.7591, 'fresh spicy': 56.2524}"
Olympéa,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.31666.jpg,for women,3.82,6816,"vanilla , salty , white floral , woody , warm spicy , citrus , amber , powdery , marine , balsamic ",moderate,"['Water Jasmine', 'Green Mandarin', 'Ginger flower']","['Salt', 'Vanilla']","['Cashmere Wood', 'Ambergris', 'Sandalwood']","{'very weak': 113, 'weak': 106, 'moderate': 542, 'long lasting': 959, 'eternal': 481}",,"{'female': 249, 'more female': 46, 'unisex': 17, 'more male': 3, 'male': 2}","{'way overpriced': 9, 'overpriced': 50, 'ok': 163, 'good value': 51, 'great value': 13}",,,,,,,,winter,"{'vanilla': 100.0, 'salty': 88.3639, 'white floral': 78.4615, 'woody': 69.432, 'warm spicy': 62.7101, 'citrus': 62.3787, 'amber': 62.1124, 'powdery': 61.5325, 'marine': 59.182, 'balsamic': 58.4793}"
Spicebomb Extreme,Viktor&Rolf,https://fimgs.net/mdimg/perfume/375x500.30499.jpg,for men,4.48,2358,"fresh spicy , vanilla , tobacco , sweet , aromatic , lavender , powdery , warm spicy ",strong,[],"['Vanilla', 'Tobacco', 'Black Pepper', 'Caraway', 'Lavender']",[],"{'very weak': 73, 'weak': 87, 'moderate': 194, 'long lasting': 741, 'eternal': 338}",,"{'female': 2, 'more female': 1, 'unisex': 25, 'more male': 105, 'male': 230}","{'way overpriced': 10, 'overpriced': 74, 'ok': 178, 'good value': 65, 'great value': 16}",,,,,,,,fall and winter,"{'fresh spicy': 100.0, 'vanilla': 96.0808, 'tobacco': 88.3456, 'sweet': 73.413, 'aromatic': 54.5096, 'lavender': 50.4799, 'powdery': 49.8242, 'warm spicy': 47.9751}"
Noir Extreme,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.29675.jpg,for men,4.42,3561,"warm spicy , sweet , vanilla , woody , powdery , amber , fresh spicy , white floral , aromatic , citrus ",moderate,"['Cardamom', 'Nutmeg', 'Saffron', 'Mandarin Orange', 'Neroli']","['Kulfi', 'Rose', 'Jasmine', 'Mastic or Lentisque', 'Orange Blossom']","['Vanilla', 'Amber', 'Woody Notes', 'Sandalwood']","{'very weak': 88, 'weak': 108, 'moderate': 407, 'long lasting': 806, 'eternal': 214}",,"{'female': 7, 'more female': 9, 'unisex': 151, 'more male': 133, 'male': 62}","{'way overpriced': 19, 'overpriced': 88, 'ok': 159, 'good value': 39, 'great value': 7}",,,,,,,,winter,"{'warm spicy': 100.0, 'sweet': 97.6252, 'vanilla': 95.0256, 'woody': 85.2247, 'powdery': 70.0572, 'amber': 65.5226, 'fresh spicy': 64.4907, 'white floral': 62.3474, 'aromatic': 61.8182, 'citrus': 55.911}"
Noir Pour Femme,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.30957.jpg,for women,4.31,4122,"sweet , vanilla , amber , woody , powdery , balsamic , citrus , warm spicy , lactonic , aromatic ",moderate,"['Ginger', 'Bitter Orange', 'Mandarin Orange', 'Bergamot']","['Kulfi', 'Rose', 'Orange Blossom', 'Jasmine']","['Vanilla', 'Amber', 'Sandalwood', 'Mastic or Lentisque']","{'very weak': 116, 'weak': 140, 'moderate': 390, 'long lasting': 495, 'eternal': 204}",,"{'female': 83, 'more female': 65, 'unisex': 59, 'more male': 3, 'male': 1}","{'way overpriced': 10, 'overpriced': 54, 'ok': 101, 'good value': 20, 'great value': 1}",,,,,,,,summer,"{'sweet': 100.0, 'vanilla': 86.6049, 'amber': 75.3679, 'woody': 73.1783, 'powdery': 70.4268, 'balsamic': 66.9507, 'citrus': 66.3416, 'warm spicy': 63.8054, 'lactonic': 57.5568, 'aromatic': 49.6962}"
CH Men Prive,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.31508.jpg,for men,4.27,3523,"warm spicy , leather , aromatic , whiskey , woody , amber , vanilla , animalic , citrus , lavender ",moderate,"['Whiskey', 'Grapefruit', 'Pomelo']","['Cardamom', 'Lavender', 'Sage', 'Red Thyme']","['Leather', 'Tonka Bean', 'Woody Notes', 'Benzoin']","{'very weak': 120, 'weak': 149, 'moderate': 708, 'long lasting': 620, 'eternal': 134}",,"{'female': 0, 'more female': 0, 'unisex': 2, 'more male': 39, 'male': 181}","{'way overpriced': 4, 'overpriced': 33, 'ok': 114, 'good value': 48, 'great value': 6}",,,,,,,,fall and winter,"{'warm spicy': 100.0, 'leather': 91.973, 'aromatic': 90.3275, 'whiskey': 88.1799, 'woody': 83.9852, 'amber': 72.1149, 'vanilla': 69.0469, 'animalic': 60.9865, 'citrus': 54.0975, 'lavender': 52.2567}"
Oud Satin Mood,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.30352.jpg,for women and men,4.28,2139,"vanilla , rose , oud , powdery , amber , violet , floral , warm spicy , balsamic ",strong,[],"['Bulgarian Rose', 'Turkish Rose', 'Vanilla', 'Agarwood (Oud)', 'Benzoin', 'Violet']",[],"{'very weak': 54, 'weak': 55, 'moderate': 118, 'long lasting': 260, 'eternal': 497}",,"{'female': 45, 'more female': 61, 'unisex': 105, 'more male': 9, 'male': 4}","{'way overpriced': 39, 'overpriced': 63, 'ok': 62, 'good value': 21, 'great value': 3}",,,,,,,,winter,"{'vanilla': 100.0, 'rose': 94.5798, 'oud': 79.0934, 'powdery': 71.9489, 'amber': 66.2413, 'violet': 65.3632, 'floral': 59.9829, 'warm spicy': 48.1207, 'balsamic': 45.8456}"
XJ 1861 Naxos,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.30529.jpg,for women and men,4.48,1731,"sweet , vanilla , honey , tobacco , lavender , aromatic , citrus , amber , warm spicy , floral ",strong,"['Lavender', 'Bergamot', 'Lemon']","['Honey', 'Cinnamon', 'Cashmeran', 'Jasmine Sambac']","['Tobacco Leaf', 'Tonka Bean', 'Vanilla']","{'very weak': 62, 'weak': 34, 'moderate': 82, 'long lasting': 270, 'eternal': 388}",,"{'female': 2, 'more female': 13, 'unisex': 85, 'more male': 97, 'male': 33}","{'way overpriced': 17, 'overpriced': 52, 'ok': 96, 'good value': 28, 'great value': 16}",,,,,,,,fall and winter,"{'sweet': 100.0, 'vanilla': 86.9112, 'honey': 78.6133, 'tobacco': 74.5426, 'lavender': 67.2624, 'aromatic': 66.2721, 'citrus': 62.4089, 'amber': 56.5533, 'warm spicy': 56.0837, 'floral': 53.5316}"
Carlisle,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.33514.jpg,for women and men,4.47,1193,"woody , warm spicy , patchouli , vanilla , citrus , aromatic , powdery , fresh spicy , balsamic , earthy ",enormous,"['Green Apple', 'Nutmeg']","['Tonka Bean', 'Rose']","['Patchouli', 'Vanilla']","{'very weak': 39, 'weak': 45, 'moderate': 57, 'long lasting': 238, 'eternal': 382}",,"{'female': 1, 'more female': 1, 'unisex': 29, 'more male': 78, 'male': 63}","{'way overpriced': 27, 'overpriced': 53, 'ok': 44, 'good value': 26, 'great value': 12}",,,,,,,,fall and winter,"{'woody': 100.0, 'warm spicy': 95.5802, 'patchouli': 77.2684, 'vanilla': 62.3621, 'citrus': 59.4125, 'aromatic': 57.4305, 'powdery': 54.025, 'fresh spicy': 51.9779, 'balsamic': 48.9446, 'earthy': 48.9073}"
Kirke,Tiziana Terenzi,https://fimgs.net/mdimg/perfume/375x500.32172.jpg,for women and men,3.59,1762,"fruity , sweet , musky , powdery , fresh , tropical ",enormous,"['Passionfruit', 'Peach', 'Pear', 'Raspberry', 'Cassis', 'Sand']",['Lily-of-the-Valley'],"['Musk', 'Vanilla', 'Sandalwood', 'Patchouli', 'Heliotrope']","{'very weak': 46, 'weak': 53, 'moderate': 89, 'long lasting': 208, 'eternal': 500}",,"{'female': 94, 'more female': 43, 'unisex': 86, 'more male': 1, 'male': 5}","{'way overpriced': 43, 'overpriced': 42, 'ok': 80, 'good value': 23, 'great value': 8}",,,,,,,,summer,"{'fruity': 100.0, 'sweet': 76.8397, 'musky': 61.5096, 'powdery': 61.0639, 'fresh': 53.3569, 'tropical': 52.2402}"
Fève Délicieuse,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.30164.jpg,for women and men,4.33,1905,"sweet , vanilla , amber , warm spicy , cacao , aromatic , caramel , cherry , lactonic , nutty ",strong,"['Lavender', 'Mint', 'Bergamot']","['Sour Cherry', 'Jasmine', 'Freesia']","['Tonka Bean', 'Vanilla', 'Cacao Pod', 'Caramel', 'Praline', 'Benzoin', 'Milk', 'Sandalwood', 'Leather', 'Cedar']","{'very weak': 59, 'weak': 51, 'moderate': 126, 'long lasting': 312, 'eternal': 189}",,"{'female': 12, 'more female': 18, 'unisex': 53, 'more male': 3, 'male': 0}","{'way overpriced': 15, 'overpriced': 24, 'ok': 27, 'good value': 5, 'great value': 4}",,,,,,,,spring,"{'sweet': 100.0, 'vanilla': 93.0388, 'amber': 64.3933, 'warm spicy': 62.8655, 'cacao': 55.1035, 'aromatic': 55.0937, 'caramel': 52.0086, 'cherry': 49.847, 'lactonic': 47.9655, 'nutty': 45.5386}"
Valentino Donna,Valentino,https://fimgs.net/mdimg/perfume/375x500.31411.jpg,for women,4.08,2817,"iris , rose , powdery , vanilla , leather , earthy , patchouli , woody , violet , floral ",moderate,['Bergamot'],"['iris', 'Bulgarian Rose']","['Vanilla', 'Leather', 'Patchouli']","{'very weak': 69, 'weak': 109, 'moderate': 313, 'long lasting': 286, 'eternal': 114}",,"{'female': 91, 'more female': 13, 'unisex': 4, 'more male': 0, 'male': 0}","{'way overpriced': 6, 'overpriced': 23, 'ok': 42, 'good value': 11, 'great value': 4}",,,,,,,,fall,"{'iris': 100.0, 'rose': 99.4024, 'powdery': 92.1707, 'vanilla': 88.794, 'leather': 85.6564, 'earthy': 75.9594, 'patchouli': 74.8986, 'woody': 73.4717, 'violet': 65.0, 'floral': 61.6195}"
Icon,Alfred Dunhill,https://fimgs.net/mdimg/perfume/375x500.29229.jpg,for men,4.22,2104,"aromatic , fresh spicy , citrus , woody , warm spicy , white floral , lavender , earthy , green , floral ",moderate,"['Neroli', 'Bergamot', 'Black Pepper', 'Petitgrain']","['Black Pepper', 'Lavender', 'Cardamom', 'Juniper Berries', 'Sage']","['Vetiver', 'Oakmoss', 'Agarwood (Oud)', 'iris', 'Leather']","{'very weak': 82, 'weak': 118, 'moderate': 463, 'long lasting': 402, 'eternal': 77}",,"{'female': 0, 'more female': 0, 'unisex': 13, 'more male': 49, 'male': 91}","{'way overpriced': 3, 'overpriced': 7, 'ok': 27, 'good value': 78, 'great value': 22}",,,,,,,,spring,"{'aromatic': 100.0, 'fresh spicy': 94.5303, 'citrus': 82.0333, 'woody': 58.7156, 'warm spicy': 57.5568, 'white floral': 51.8334, 'lavender': 50.2505, 'earthy': 50.2355, 'green': 50.2254, 'floral': 44.5799}"
Chanel No 5 Eau Premiere (2015),Chanel,https://fimgs.net/mdimg/perfume/375x500.31172.jpg,for women,4.36,2764,"aldehydic , woody , fresh , yellow floral , white floral , vanilla , sweet , powdery , floral , rose ",moderate,"['Aldehydes', 'Ylang-Ylang', 'Neroli']","['Jasmine', 'Rose']","['Vanilla', 'Sandalwood', 'Vetiver']","{'very weak': 52, 'weak': 91, 'moderate': 235, 'long lasting': 254, 'eternal': 122}",,"{'female': 70, 'more female': 21, 'unisex': 12, 'more male': 0, 'male': 2}","{'way overpriced': 9, 'overpriced': 18, 'ok': 57, 'good value': 7, 'great value': 3}",,,,,,,,spring,"{'aldehydic': 100.0, 'woody': 95.7749, 'fresh': 87.2328, 'yellow floral': 83.1791, 'white floral': 82.291, 'vanilla': 77.4328, 'sweet': 66.0761, 'powdery': 59.5358, 'floral': 58.1149, 'rose': 57.7911}"
Dark Rebel,John Varvatos,https://fimgs.net/mdimg/perfume/375x500.31760.jpg,for men,4.35,1318,"woody , leather , sweet , tobacco , aromatic , fresh spicy , rum , warm spicy , animalic , smoky",moderate,"['Rum', 'Sugar Cane', 'Cardamom', 'Clary Sage', 'Artemisia']","['Leather', 'Fir Resin', 'Pepper', 'Styrax']","['Tobacco Leaf', 'Woody Notes', 'Castoreum', 'Akigalawood', 'Mexican Vanilla', 'Juniper']","{'very weak': 50, 'weak': 77, 'moderate': 368, 'long lasting': 140, 'eternal': 51}",,"{'female': 0, 'more female': 0, 'unisex': 3, 'more male': 7, 'male': 132}","{'way overpriced': 1, 'overpriced': 0, 'ok': 24, 'good value': 39, 'great value': 59}",,,,,,,,fall,"{'woody': 100.0, 'leather': 84.1687, 'sweet': 75.6735, 'tobacco': 71.6613, 'aromatic': 67.785, 'fresh spicy': 64.8596, 'rum': 62.9668, 'warm spicy': 61.5176, 'animalic': 53.9281, 'smoky': 53.0043}"
Fatale Intense ,Agent Provocateur,https://fimgs.net/mdimg/perfume/375x500.30196.jpg,for women,3.97,1371,"soft spicy , vanilla , warm spicy , sweet , fruity , leather , amber , floral , animalic , fresh ",moderate,"['Licorice', 'Dewberry', 'Chili Pepper']","['Champaca', 'Red Rose', 'Lotus']","['Vanilla', 'Leather', 'Amber']","{'very weak': 40, 'weak': 69, 'moderate': 219, 'long lasting': 116, 'eternal': 60}",,"{'female': 71, 'more female': 30, 'unisex': 17, 'more male': 0, 'male': 1}","{'way overpriced': 4, 'overpriced': 0, 'ok': 11, 'good value': 45, 'great value': 54}",,,,,,,,winter,"{'soft spicy': 100.0, 'vanilla': 88.8308, 'warm spicy': 87.6492, 'sweet': 83.9054, 'fruity': 75.6219, 'leather': 73.0348, 'amber': 67.8109, 'floral': 63.5945, 'animalic': 59.0796, 'fresh': 55.6219}"
Ari,Ariana Grande,https://fimgs.net/mdimg/perfume/375x500.31661.jpg,for women,4.11,1496,"sweet , fruity , powdery , citrus ",moderate,"['Raspberry', 'Pear', 'Grapefruit']","['Vanilla orchid', 'Lily-of-the-Valley', 'Rose']","['Marshmallow', 'Musk', 'Woody Notes']","{'very weak': 100, 'weak': 86, 'moderate': 230, 'long lasting': 121, 'eternal': 47}",,"{'female': 112, 'more female': 8, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 2, 'overpriced': 11, 'ok': 35, 'good value': 63, 'great value': 18}",,,,,,,,spring,"{'sweet': 100.0, 'fruity': 74.453, 'powdery': 58.4747, 'citrus': 49.2657}"
Plumeria de Orris,Areej Le Doré,https://fimgs.net/mdimg/perfume/375x500.57832.jpg,for women and men,4.21,71,"powdery , floral , woody , iris , tropical , animalic , musky , lactonic , fruity , earthy ",strong,"['Frangipani', 'Apricot', 'Orris Root']","['Synthetic Civet', 'Sandalwood', 'Vanilla']","['Myrrh', 'Vetiver', 'Cedar']","{'very weak': 3, 'weak': 2, 'moderate': 7, 'long lasting': 10, 'eternal': 12}",,"{'female': 0, 'more female': 2, 'unisex': 4, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 1, 'ok': 2, 'good value': 3, 'great value': 0}",,,,,,,,spring,"{'powdery': 100.0, 'floral': 80.0559, 'woody': 75.0699, 'iris': 71.0615, 'tropical': 66.7598, 'animalic': 66.5642, 'musky': 66.0754, 'lactonic': 61.8715, 'fruity': 61.5782, 'earthy': 52.8771}"
Love and Tears,By Kilian,https://fimgs.net/mdimg/perfume/375x500.9951.jpg,for women and men,3.72,648,"white floral , green , yellow floral , citrus , fresh , floral ",moderate,"['Petitgrain', 'Bergamot', 'Galbanum', 'Lavender']","['Jasmine', 'Water Jasmine', 'Lily-of-the-Valley', 'Narcissus', 'Orange Blossom', 'Ylang-Ylang']","['Oakmoss', 'Cedar', 'Styrax']","{'very weak': 10, 'weak': 16, 'moderate': 45, 'long lasting': 50, 'eternal': 21}",,"{'female': 7, 'more female': 2, 'unisex': 1, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 4, 'ok': 3, 'good value': 1, 'great value': 0}",,,,,,,,spring,"{'white floral': 100.0, 'green': 56.2161, 'yellow floral': 50.9331, 'citrus': 46.9771, 'fresh': 46.4733, 'floral': 44.1574}"
Antaeus,Chanel,https://fimgs.net/mdimg/perfume/375x500.616.jpg,for men,4.27,3856,"woody , aromatic , leather , amber , mossy , smoky , earthy , musky , rose , patchouli ",strong,"['Myrhh', 'Clary Sage', 'Coriander', 'Bergamot', 'Lime', 'Amalfi Lemon']","['Rose', 'Thyme', 'Basil', 'Jasmine']","['Castoreum', 'Oakmoss', 'Patchouli', 'French labdanum']","{'very weak': 64, 'weak': 73, 'moderate': 226, 'long lasting': 589, 'eternal': 529}",,"{'female': 1, 'more female': 1, 'unisex': 10, 'more male': 31, 'male': 131}","{'way overpriced': 6, 'overpriced': 44, 'ok': 74, 'good value': 33, 'great value': 8}",,,,,,,,winter,"{'woody': 100.0, 'aromatic': 98.5332, 'leather': 87.6032, 'amber': 80.1037, 'mossy': 75.6108, 'smoky': 74.4024, 'earthy': 73.8956, 'musky': 66.457, 'rose': 61.3818, 'patchouli': 59.9199}"
Fantasy,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.600.jpg,for women,3.93,9532,"sweet , fruity , tropical , fresh , chocolate ",strong,"['Kiwi', 'Red Litchi', 'Quince']","['White Chocolate', 'Cupcake', 'Orchid', 'Jasmine']","['Musk', 'Woodsy Notes', 'Orris Root']","{'very weak': 108, 'weak': 179, 'moderate': 695, 'long lasting': 1160, 'eternal': 509}",,"{'female': 194, 'more female': 20, 'unisex': 13, 'more male': 0, 'male': 0}","{'way overpriced': 5, 'overpriced': 5, 'ok': 38, 'good value': 81, 'great value': 104}",,,,,,,,winter,"{'sweet': 100.0, 'fruity': 72.4026, 'tropical': 53.7009, 'fresh': 48.4673, 'chocolate': 44.9053}"
Olympéa Aqua Eau de Parfum Légère,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.48759.jpg,for women,3.93,455,"white floral , citrus , vanilla , salty , amber , floral , sweet , aldehydic , balsamic , marine ",moderate,"['Clementine', 'Lemon Blossom']","['Water Jasmine', 'Solar notes', 'Water Lily']","['Salt', 'Vanilla', 'Ambergris', 'Cashmere Wood']","{'very weak': 16, 'weak': 18, 'moderate': 75, 'long lasting': 77, 'eternal': 34}",,"{'female': 33, 'more female': 4, 'unisex': 3, 'more male': 0, 'male': 0}","{'way overpriced': 1, 'overpriced': 6, 'ok': 16, 'good value': 14, 'great value': 0}",,,,,,,,spring,"{'white floral': 100.0, 'citrus': 89.9406, 'vanilla': 78.8128, 'salty': 72.707, 'amber': 68.5221, 'floral': 63.1675, 'sweet': 58.2807, 'aldehydic': 55.5774, 'balsamic': 52.6922, 'marine': 51.3535}"
Emperor Extrait,Parfums Vintage,https://fimgs.net/mdimg/perfume/375x500.52968.jpg,for women and men,4.47,160,"fruity , sweet , fresh spicy , woody , aromatic , leather , citrus , smoky , musky , fresh ",strong,"['Pineapple', 'Juniper Berries', 'Apple']","['Bergamot', 'Jasmine', 'Rose']","['Birch', 'Musk', 'Ambergris', 'Patchouli', 'Vanilla']","{'very weak': 19, 'weak': 5, 'moderate': 17, 'long lasting': 44, 'eternal': 58}",,"{'female': 0, 'more female': 0, 'unisex': 0, 'more male': 4, 'male': 25}","{'way overpriced': 2, 'overpriced': 1, 'ok': 19, 'good value': 9, 'great value': 0}",,,,,,,,spring,"{'fruity': 100.0, 'sweet': 80.6928, 'fresh spicy': 76.7124, 'woody': 75.7516, 'aromatic': 74.3791, 'leather': 72.0915, 'citrus': 71.5425, 'smoky': 63.6732, 'musky': 62.9412, 'fresh': 60.5621}"
Magie Noire Parfum,Lancome,https://fimgs.net/mdimg/perfume/375x500.33770.jpg,for women,4.51,668,"woody , green , amber , aromatic , earthy , warm spicy , balsamic , animalic , sweet , powdery ",enormous,"['Cassis', 'Cassia', 'Galbanum', 'Bulgarian Rose', 'Raspberry', 'Hyacinth', 'Bergamot']","['Honey', 'Narcissus', 'Orris Root', 'Cedar', 'Tuberose', 'Ylang-Ylang', 'Jasmine', 'Lily-of-the-Valley']","['Oakmoss', 'Myrrh', 'Incense', 'Civet', 'Spices', 'Patchouli', 'Ambergris', 'Sandalwood', 'Vetiver', 'Musk']","{'very weak': 4, 'weak': 3, 'moderate': 16, 'long lasting': 33, 'eternal': 102}",,"{'female': 11, 'more female': 2, 'unisex': 6, 'more male': 0, 'male': 0}","{'way overpriced': 0, 'overpriced': 0, 'ok': 10, 'good value': 3, 'great value': 2}",,,,,,,,spring,"{'woody': 100.0, 'green': 88.7417, 'amber': 86.4175, 'aromatic': 78.2555, 'earthy': 75.4887, 'warm spicy': 73.4136, 'balsamic': 68.3579, 'animalic': 64.1951, 'sweet': 62.4973, 'powdery': 61.7804}"
Good Girl,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.39681.jpg,for women,3.77,6703,"white floral , warm spicy , sweet , vanilla , cacao , tuberose , amber , almond , woody , powdery ",moderate,"['Almond', 'Coffee', 'Bergamot', 'Lemon']","['Tuberose', 'Jasmine Sambac', 'Orris', 'Orange Blossom', 'Bulgarian Rose']","['Tonka Bean', 'Cacao', 'Vanilla', 'Praline', 'Sandalwood', 'Amber', 'Musk', 'Cashmere Wood', 'Patchouli', 'Cinnamon', 'Cedar']","{'very weak': 131, 'weak': 162, 'moderate': 624, 'long lasting': 969, 'eternal': 333}",,"{'female': 400, 'more female': 69, 'unisex': 23, 'more male': 3, 'male': 4}","{'way overpriced': 33, 'overpriced': 115, 'ok': 216, 'good value': 60, 'great value': 10}",,,,,,,,winter,"{'white floral': 100.0, 'warm spicy': 95.3577, 'sweet': 94.3164, 'vanilla': 87.9747, 'cacao': 75.3781, 'tuberose': 67.4378, 'amber': 66.9746, 'almond': 61.1344, 'woody': 60.3612, 'powdery': 55.7172}"
Prada L'Homme,Prada,https://fimgs.net/mdimg/perfume/375x500.39029.jpg,for men,4.36,4297,"powdery , iris , violet , woody , fresh spicy , earthy , amber , aromatic , warm spicy , floral ",moderate,"['Neroli', 'Black Pepper', 'Cardamom', 'Carrot Seeds']","['iris', 'Violet', 'Geranium', 'Mate']","['Amber', 'Cedar', 'Patchouli', 'Sandalwood']","{'very weak': 128, 'weak': 155, 'moderate': 745, 'long lasting': 1048, 'eternal': 187}",,"{'female': 6, 'more female': 3, 'unisex': 107, 'more male': 260, 'male': 147}","{'way overpriced': 13, 'overpriced': 49, 'ok': 252, 'good value': 135, 'great value': 28}",,,,,,,,spring,"{'powdery': 100.0, 'iris': 95.1217, 'violet': 85.3047, 'woody': 76.611, 'fresh spicy': 66.6965, 'earthy': 61.043, 'amber': 59.6134, 'aromatic': 58.1629, 'warm spicy': 57.4133, 'floral': 49.9728}"
Layton,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.39314.jpg,for women and men,4.47,3160,"warm spicy , vanilla , fresh spicy , woody , aromatic , fruity , powdery , lavender , fresh , citrus ",strong,"['Apple', 'Lavender', 'Mandarin Orange', 'Bergamot']","['Geranium', 'Violet', 'Jasmine']","['Vanilla', 'Cardamom', 'Sandalwood', 'Pepper', 'Patchouli', 'Guaiac Wood']","{'very weak': 79, 'weak': 93, 'moderate': 258, 'long lasting': 1030, 'eternal': 377}",,"{'female': 7, 'more female': 2, 'unisex': 85, 'more male': 250, 'male': 136}","{'way overpriced': 60, 'overpriced': 126, 'ok': 193, 'good value': 48, 'great value': 14}",,,,,,,,winter,"{'warm spicy': 100.0, 'vanilla': 84.83840000000001, 'fresh spicy': 81.7385, 'woody': 79.7865, 'aromatic': 77.4623, 'fruity': 72.9502, 'powdery': 65.6706, 'lavender': 59.8912, 'fresh': 57.4306, 'citrus': 53.1287}"
Versace Pour Homme Dylan Blue,Versace,https://fimgs.net/mdimg/perfume/375x500.40031.jpg,for men,4.03,4721,"amber , citrus , fresh spicy , musky , aquatic , warm spicy , woody , fresh , aromatic , smoky ",moderate,"['Calabrian bergamot', 'Grapefruit', 'Water Notes', 'Fig Leaf']","['Ambroxan', 'Patchouli', 'Black Pepper', 'Violet Leaf', 'Papyrus']","['Incense', 'Musk', 'Tonka Bean', 'Saffron']","{'very weak': 101, 'weak': 138, 'moderate': 776, 'long lasting': 1290, 'eternal': 154}",,"{'female': 3, 'more female': 2, 'unisex': 14, 'more male': 111, 'male': 413}","{'way overpriced': 4, 'overpriced': 31, 'ok': 136, 'good value': 270, 'great value': 77}",,,,,,,,spring and summer,"{'amber': 100.0, 'citrus': 90.5489, 'fresh spicy': 70.5592, 'musky': 69.1286, 'aquatic': 66.9743, 'warm spicy': 62.7015, 'woody': 54.3619, 'fresh': 50.7444, 'aromatic': 50.2093, 'smoky': 49.4854}"
